GeneID	SRR5364316	SRR5364317	SRR5364318	SRR5364322	SRR5364323
ENSMUSG00000099591	7.52160841759249	7.52661625743024	7.59039682233404	7.46385679962843	7.47313842211991
ENSMUSG00000104519	7.63915140265806	7.69203829411007	7.61744732436043	7.6521323161113	7.55538841688366
ENSMUSG00000042596	8.24346311816241	8.19568399597733	8.44954213477935	8.43766451335063	7.36064826126909
ENSMUSG00000100720	7.47449377871615	7.64779758725119	7.47561354508616	7.5065760853336	7.51969312498882
ENSMUSG00000104136	7.71982449121923	7.59523338728799	7.52319076434514	7.61318788173269	7.6119298807632
ENSMUSG00000099471	7.82811941766556	7.82828561856546	7.9647258182527	7.85332704625014	7.82259859901005
ENSMUSG00000100204	7.82811941766556	7.69203829411007	7.72334074069935	7.61318788173269	7.71556781234128
ENSMUSG00000043760	7.66138852915996	7.47803769504708	7.52319076434514	7.46385679962843	7.47313842211991
ENSMUSG00000099906	8.30331743186572	8.24117558003112	8.18650728955719	8.24660435633666	8.27321115993218
ENSMUSG00000102503	7.61495127834396	7.62285041613182	7.55966881759428	7.56693358300011	7.69743896621862
ENSMUSG00000104415	8.29688044079175	8.31162307285288	8.18650728955719	8.29592278014876	8.27968012734975
ENSMUSG00000100929	8.20088539429365	8.23377718775615	7.99577592637941	8.09703439700261	8.27321115993218
ENSMUSG00000102927	7.61495127834396	7.64779758725119	7.64188355290486	7.59123327275714	7.58545806046286
ENSMUSG00000101122	7.81427746975182	7.74891954124401	7.77385735009358	7.68639948926623	7.63584415211968
ENSMUSG00000103609	7.52160841759249	7.36064826126909	7.47561354508616	7.59123327275714	7.58545806046286
ENSMUSG00000089670	8.13211192460932	7.94377971776001	7.87224000553889	7.8841461100262	7.9723460791106
ENSMUSG00000104164	7.78519619205289	7.89567146863313	7.70481866342289	7.74575720541639	7.71556781234128
ENSMUSG00000058603	8.47701682931067	8.51547171838568	8.53916131487479	8.59915682564099	8.47984170012628
ENSMUSG00000104121	7.55773236412584	7.56386078509987	7.52319076434514	7.46385679962843	7.55538841688366
ENSMUSG00000102649	7.55773236412584	7.59523338728799	7.68522029969553	7.70222686450663	7.67825731541146
ENSMUSG00000084106	10.237712251151	10.2100800302098	10.3453953805052	10.2602331673754	10.2506206294141
ENSMUSG00000103984	7.82811941766556	7.88291809411509	7.83267939730631	7.75918999884656	7.76501512597142
ENSMUSG00000046994	10.6344638033049	10.5007267333578	10.3814062577348	10.2682737075712	10.2065188051457
ENSMUSG00000028033	8.68916590877331	8.55755625617746	8.95295170901876	8.59915682564099	8.46953275504545
ENSMUSG00000082935	8.78274641891391	8.7233670199099	8.86421428480408	8.79659055505393	8.84882527908858
ENSMUSG00000100215	8.69341062600008	8.53674219573873	8.75976551266669	8.56815303548655	8.59560048001565
ENSMUSG00000038349	10.7455262512248	10.5931687734766	10.5313565400181	10.3271429245363	10.6846717279803
ENSMUSG00000102145	7.58816254673643	7.62285041613182	7.55966881759428	7.59123327275714	7.55538841688366
ENSMUSG00000103497	7.68207038884421	7.69203829411007	7.66433729215869	7.6521323161113	7.6119298807632
ENSMUSG00000065520	7.58816254673643	7.47803769504708	7.55966881759428	7.5065760853336	7.58545806046286
ENSMUSG00000026354	7.85460192214013	7.88291809411509	7.70481866342289	7.73182671220939	7.71556781234128
ENSMUSG00000100078	7.95892233646152	7.85638436593695	7.94305087627095	7.9131787549839	7.82259859901005
ENSMUSG00000089648	8.14796729235641	7.99858412499519	7.94305087627095	8.06872222423632	8.00173119989005
ENSMUSG00000094122	7.52160841759249	7.59523338728799	7.55966881759428	7.5065760853336	7.36064826126909
ENSMUSG00000101468	7.79998490948478	7.73095131281931	7.64188355290486	7.83161598967638	7.83587307777669
ENSMUSG00000097970	8.21534107430096	8.12177685328709	8.12315674950494	8.20600008242315	8.15415231446965
ENSMUSG00000100775	7.63915140265806	7.56386078509987	7.64188355290486	7.61318788173269	7.6119298807632
ENSMUSG00000039349	9.40738700379844	9.40902929268714	9.32562032337504	9.44735306733642	9.35619785606237
ENSMUSG00000103762	7.58816254673643	7.56386078509987	7.52319076434514	7.63336439462949	7.63584415211968
ENSMUSG00000103971	7.58816254673643	7.47803769504708	7.52319076434514	7.63336439462949	7.47313842211991
ENSMUSG00000102618	7.63915140265806	7.56386078509987	7.36064826126909	7.46385679962843	7.47313842211991
ENSMUSG00000073530	7.68207038884421	7.76607400592193	7.75775031777611	7.63336439462949	7.82259859901005
ENSMUSG00000103186	7.66138852915996	7.67072005448589	7.80427484165748	7.74575720541639	7.63584415211968
ENSMUSG00002074853	7.52160841759249	7.59523338728799	7.52319076434514	7.36064826126909	7.58545806046286
ENSMUSG00000102398	7.70148027036541	7.7983201877684	7.61744732436043	7.53933458102982	7.65781901103636
ENSMUSG00000090394	8.76308543831692	8.86285688509707	8.82284682605733	8.8640546950473	8.75929056301599
ENSMUSG00000102526	7.93745005676268	7.9081146752265	7.93188786986658	7.90368162213652	7.89717168383949
ENSMUSG00000079554	7.66138852915996	7.47803769504708	7.55966881759428	7.59123327275714	7.55538841688366
ENSMUSG00000103839	9.1206241991176	9.01085194609978	8.89336962616796	9.11210721061511	9.25350700152756
ENSMUSG00000026147	8.17111366363531	8.09532496851705	8.0625852449136	8.17561363792431	8.03881156856598
ENSMUSG00000104302	7.36064826126909	7.47803769504708	7.55966881759428	7.59123327275714	7.58545806046286
ENSMUSG00000103693	7.66138852915996	7.67072005448589	7.64188355290486	7.53933458102982	7.58545806046286
ENSMUSG00000104026	7.58816254673643	7.52661625743024	7.55966881759428	7.61318788173269	7.36064826126909
ENSMUSG00000103432	7.36064826126909	7.56386078509987	7.55966881759428	7.59123327275714	7.58545806046286
ENSMUSG00000103200	7.85460192214013	7.9081146752265	8.04421050530041	8.03151552726088	7.91973649198795
ENSMUSG00000103632	8.17866904150197	8.14726181918766	8.00577382716492	8.16310206330131	8.07383510874697
ENSMUSG00000104053	7.52160841759249	7.62285041613182	7.52319076434514	7.5065760853336	7.55538841688366
ENSMUSG00000103739	7.58816254673643	7.56386078509987	7.64188355290486	7.53933458102982	7.51969312498882
ENSMUSG00000104016	7.52160841759249	7.59523338728799	7.52319076434514	7.61318788173269	7.36064826126909
ENSMUSG00000119442	7.61495127834396	7.69203829411007	7.61744732436043	7.78475002614678	7.69743896621862
